#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-03-21 12:27:15"
#data_read_from_db	"2018-03-21 13:08:09"
#database_id	1805
#datapoints_in_db	127652
#database_reference_id	0
#integrated_value	0.22	6.3
#sample_label	"layer_020_030"
#sample_name	"Layered:_#20_on_top_of_#30"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-tizian|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=18 poweron=8435 [h] last_change=131 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	31.3158	0
#intheta	31.3158
#inphi	0
#front_integral	0.221
#incident_and_front_integral	31.3158	0	0.221
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	126567
#format: theta	phi	[uA]
38.59484	-128.77356	5.770e-02
38.58610	-128.78532	5.771e-02
38.58193	-128.79152	5.767e-02
38.57605	-128.79979	5.765e-02
38.56961	-128.80878	5.766e-02
38.56316	-128.81776	5.771e-02
38.55672	-128.82677	5.781e-02
38.54970	-128.83646	5.792e-02
38.54211	-128.84683	5.804e-02
38.53281	-128.85933	5.806e-02
38.52637	-128.86833	5.811e-02
38.51879	-128.87872	5.811e-02
38.51063	-128.88983	5.816e-02
38.50305	-128.90024	5.818e-02
38.49491	-128.91136	5.822e-02
38.48733	-128.92178	5.820e-02
38.47861	-128.93361	5.808e-02
38.47160	-128.94333	5.802e-02
38.46346	-128.95445	5.811e-02
38.45475	-128.96628	5.814e-02
38.44660	-128.97742	5.819e-02
38.44073	-128.98576	5.823e-02
38.43317	-128.99622	5.823e-02
38.42561	-129.00667	5.823e-02
38.41803	-129.01712	5.829e-02
38.41047	-129.02757	5.831e-02
38.40290	-129.03802	5.825e-02
38.39476	-129.04919	5.831e-02
38.38605	-129.06107	5.854e-02
38.37680	-129.07367	5.866e-02
38.36867	-129.08484	5.868e-02
38.35883	-129.09813	5.868e-02
38.35070	-129.10933	5.873e-02
38.33786	-129.12749	5.879e-02
38.33160	-129.13524	5.882e-02
38.32291	-129.14716	5.873e-02
38.31479	-129.15836	5.856e-02
38.30497	-129.17169	5.855e-02
38.29782	-129.18283	5.869e-02
38.28913	-129.19476	5.866e-02
38.28101	-129.20599	5.860e-02
38.27176	-129.21864	5.857e-02
38.26308	-129.23058	5.862e-02
38.25553	-129.24110	5.868e-02
38.24686	-129.25308	5.874e-02
38.23761	-129.26575	5.868e-02
38.22836	-129.27841	5.865e-02
38.21555	-129.29669	5.880e-02
38.20802	-129.30724	5.893e-02
38.19934	-129.31923	5.894e-02
38.18954	-129.33264	5.899e-02
38.17917	-129.34677	5.903e-02
38.16937	-129.36018	5.914e-02
38.15787	-129.37573	5.913e-02
38.15034	-129.38632	5.914e-02
38.14095	-129.40039	5.904e-02
38.13058	-129.41455	5.900e-02
38.12193	-129.42659	5.908e-02
38.11271	-129.43933	5.915e-02
38.10348	-129.45207	5.915e-02
38.09540	-129.46339	5.917e-02
38.08318	-129.48108	5.922e-02
38.07453	-129.49313	5.924e-02
38.06418	-129.50732	5.920e-02
38.05441	-129.52083	5.920e-02
38.04406	-129.53505	5.921e-02
38.03316	-129.54999	5.926e-02
38.02209	-129.56628	5.931e-02
38.01175	-129.58052	5.941e-02
38.00142	-129.59476	5.945e-02
37.99109	-129.60902	5.951e-02
37.98189	-129.62186	5.953e-02
37.97212	-129.63541	5.956e-02
37.96179	-129.64967	5.956e-02
37.95203	-129.66324	5.962e-02
37.93985	-129.68102	5.966e-02
37.93235	-129.69173	5.957e-02
37.92035	-129.70821	5.955e-02
37.91003	-129.72250	5.968e-02
37.89802	-129.73898	5.975e-02
37.88601	-129.75546	5.978e-02
37.87513	-129.77052	5.980e-02
37.86426	-129.78558	5.980e-02
37.85267	-129.80272	5.986e-02
37.84237	-129.81709	5.997e-02
37.82981	-129.83435	5.996e-02
37.81951	-129.84872	5.992e-02
37.81034	-129.86165	5.998e-02
37.79947	-129.87677	6.016e-02
37.78749	-129.89333	6.022e-02
37.77776	-129.90700	6.025e-02
37.76522	-129.92432	6.024e-02
37.75325	-129.94092	6.029e-02
37.74183	-129.95679	6.033e-02
37.72971	-129.97476	6.036e-02
37.71661	-129.99284	6.026e-02
37.70521	-130.00874	6.015e-02
37.69437	-130.02394	6.022e-02
37.68298	-130.03987	6.042e-02
37.67159	-130.05580	6.040e-02
37.66019	-130.07175	6.036e-02
37.64935	-130.08696	6.036e-02
37.63797	-130.10292	6.038e-02
37.62545	-130.12035	6.042e-02
37.61294	-130.13779	6.043e-02
37.59819	-130.15816	6.041e-02
37.58626	-130.17490	6.045e-02
37.57376	-130.19237	6.061e-02
37.56127	-130.20985	6.075e-02
37.54877	-130.22734	6.077e-02
37.53614	-130.24622	6.081e-02
37.52477	-130.26227	6.088e-02
37.51342	-130.27834	6.096e-02
37.50150	-130.29514	6.098e-02
37.48958	-130.31194	6.098e-02
37.47654	-130.33023	6.097e-02
37.46351	-130.34853	6.095e-02
37.45062	-130.36548	6.093e-02
37.43129	-130.39328	6.098e-02
37.42331	-130.40498	6.096e-02
37.40918	-130.42482	6.099e-02
37.39728	-130.44171	6.104e-02
37.38371	-130.46082	6.105e-02
37.37069	-130.47920	6.108e-02
37.35713	-130.49834	6.113e-02
37.34637	-130.51378	6.122e-02
37.33448	-130.53073	6.127e-02
37.32092	-130.54990	6.140e-02
37.30682	-130.56984	6.149e-02
37.29215	-130.59052	6.158e-02
37.27805	-130.61047	6.169e-02
37.26562	-130.62820	6.169e-02
37.25152	-130.64819	6.170e-02
37.23687	-130.66893	6.175e-02
37.22390	-130.68745	6.180e-02
37.21150	-130.70525	6.175e-02
37.19853	-130.72379	6.163e-02
37.18612	-130.74159	6.158e-02
37.17038	-130.76389	6.173e-02
37.15798	-130.78172	6.177e-02
37.14447	-130.80106	6.177e-02
37.12929	-130.82266	6.175e-02
37.11356	-130.84502	6.177e-02
37.10063	-130.86366	6.183e-02
37.08657	-130.88382	6.194e-02
37.07253	-130.90398	6.191e-02
37.05626	-130.92715	6.184e-02
37.04499	-130.94357	6.204e-02
37.03221	-130.96088	6.221e-02
37.01762	-130.98184	6.225e-02
37.00304	-131.00282	6.225e-02
36.98235	-131.03210	6.227e-02
36.97333	-131.04559	6.231e-02
36.95709	-131.06888	6.237e-02
36.94252	-131.08992	6.238e-02
36.92907	-131.10947	6.227e-02
36.91396	-131.13130	6.216e-02
36.90051	-131.15088	6.222e-02
36.88762	-131.16971	6.243e-02
36.87253	-131.19159	6.245e-02
36.85757	-131.21208	6.240e-02
36.84137	-131.23550	6.242e-02
36.82572	-131.25818	6.246e-02
36.81120	-131.27936	6.251e-02
36.79611	-131.30133	6.256e-02
36.77993	-131.32481	6.261e-02
36.76486	-131.34680	6.270e-02
36.75090	-131.36729	6.288e-02
36.73695	-131.38780	6.304e-02
36.72190	-131.40984	6.306e-02
36.70698	-131.43048	6.311e-02
36.68861	-131.45715	6.315e-02
36.67302	-131.48000	6.320e-02
36.65909	-131.50058	6.321e-02
36.64295	-131.52423	6.323e-02
36.62682	-131.54791	6.323e-02
36.61179	-131.57007	6.316e-02
36.59690	-131.59084	6.313e-02
36.58245	-131.61227	6.317e-02
36.56744	-131.63448	6.311e-02
36.55023	-131.65979	6.316e-02
36.53523	-131.68204	6.324e-02
36.51816	-131.70596	6.328e-02
36.50151	-131.73056	6.330e-02
36.47882	-131.76369	6.341e-02
36.46989	-131.77750	6.341e-02
36.45328	-131.80217	6.340e-02
36.43941	-131.82297	6.350e-02
36.42170	-131.84921	6.369e-02
36.40576	-131.87173	6.382e-02
36.38751	-131.89880	6.388e-02
36.37256	-131.92123	6.390e-02
36.35597	-131.94600	6.396e-02
36.33554	-131.97626	6.405e-02
36.32127	-131.99654	6.417e-02
36.30744	-132.01747	6.413e-02
36.29033	-132.04314	6.402e-02
36.27541	-132.06566	6.405e-02
36.25283	-132.09918	6.427e-02
36.23968	-132.11797	6.429e-02
36.22423	-132.14134	6.427e-02
36.20714	-132.16708	6.427e-02
36.18951	-132.19365	6.432e-02
36.17025	-132.22258	6.440e-02
36.15658	-132.24225	6.449e-02
36.14006	-132.26730	6.446e-02
36.12301	-132.29317	6.441e-02
36.10651	-132.31825	6.451e-02
36.08946	-132.34416	6.473e-02
36.06980	-132.37260	6.481e-02
36.05277	-132.39854	6.488e-02
36.03629	-132.42372	6.495e-02
36.01927	-132.44972	6.504e-02
36.00280	-132.47495	6.510e-02
35.98308	-132.50496	6.513e-02
35.96825	-132.52786	6.503e-02
35.95137	-132.55249	6.501e-02
35.93275	-132.58098	6.517e-02
35.91522	-132.60791	6.539e-02
35.89607	-132.63725	6.543e-02
35.87965	-132.66263	6.546e-02
35.86214	-132.68964	6.549e-02
35.84410	-132.71745	6.547e-02
35.82553	-132.74612	6.542e-02
35.80924	-132.77014	6.538e-02
35.79230	-132.79645	6.542e-02
35.77374	-132.82516	6.546e-02
35.75410	-132.85553	6.552e-02
35.73665	-132.88271	6.564e-02
35.72028	-132.90829	6.572e-02
35.70284	-132.93552	6.579e-02
35.68540	-132.96275	6.591e-02
35.66635	-132.99248	6.598e-02
35.64903	-133.01831	6.599e-02
35.62999	-133.04805	6.602e-02
35.61150	-133.07703	6.606e-02
35.59085	-133.10925	6.604e-02
35.57508	-133.13423	6.603e-02
35.55608	-133.16408	6.613e-02
35.53923	-133.19072	6.619e-02
35.51863	-133.22310	6.625e-02
35.50127	-133.25061	6.631e-02
35.48391	-133.27814	6.633e-02
35.46332	-133.31059	6.642e-02
35.44490	-133.33980	6.662e-02
35.42326	-133.37395	6.668e-02
35.40764	-133.39767	6.664e-02
35.39140	-133.42369	6.670e-02
35.37193	-133.45465	6.694e-02
35.35302	-133.48485	6.707e-02
35.33250	-133.51752	6.709e-02
35.31467	-133.54611	6.712e-02
35.29578	-133.57639	6.720e-02
35.27635	-133.60750	6.725e-02
35.25855	-133.63617	6.731e-02
35.23807	-133.66901	6.724e-02
35.21921	-133.69939	6.713e-02
35.20251	-133.72652	6.717e-02
35.18260	-133.75862	6.744e-02
35.16215	-133.79158	6.751e-02
35.14333	-133.82210	6.754e-02
35.12344	-133.85429	6.758e-02
35.10677	-133.88153	6.763e-02
35.08690	-133.91380	6.774e-02
35.06171	-133.95444	6.788e-02
35.04826	-133.97678	6.781e-02
35.02629	-134.01247	6.785e-02
35.00806	-134.04236	6.799e-02
34.98770	-134.07562	6.823e-02
34.96194	-134.11879	6.829e-02
34.94968	-134.13808	6.835e-02
34.93201	-134.16725	6.846e-02
34.90950	-134.20552	6.860e-02
34.88972	-134.23811	6.866e-02
34.86942	-134.27159	6.866e-02
34.84967	-134.30426	6.859e-02
34.83045	-134.33612	6.854e-02
34.81284	-134.36548	6.860e-02
34.79258	-134.39909	6.872e-02
34.77129	-134.43445	6.874e-02
34.75051	-134.46898	6.877e-02
34.73029	-134.50270	6.886e-02
34.71114	-134.53476	6.891e-02
34.69093	-134.56856	6.897e-02
34.67020	-134.60324	6.903e-02
34.65213	-134.63370	6.912e-02
34.63249	-134.66676	6.922e-02
34.61127	-134.70241	6.932e-02
34.58953	-134.73894	6.957e-02
34.56614	-134.77962	6.970e-02
34.54812	-134.81024	6.983e-02
34.52853	-134.84348	6.990e-02
34.50631	-134.88103	6.997e-02
34.48780	-134.91263	7.002e-02
34.46876	-134.94511	7.006e-02
34.44492	-134.98689	7.009e-02
34.42651	-135.01706	7.003e-02
34.40112	-135.06154	7.003e-02
34.38422	-135.09071	7.019e-02
34.36472	-135.12424	7.026e-02
34.34575	-135.15694	7.031e-02
34.32468	-135.19313	7.032e-02
34.30258	-135.23111	7.035e-02
34.27990	-135.27153	7.042e-02
34.26149	-135.30350	7.059e-02
34.23995	-135.34074	7.065e-02
34.21894	-135.37714	7.059e-02
34.19744	-135.41447	7.069e-02
34.17803	-135.44835	7.097e-02
34.15653	-135.48575	7.112e-02
34.13551	-135.52385	7.121e-02
34.11404	-135.56134	7.125e-02
34.09363	-135.59712	7.140e-02
34.07168	-135.63559	7.150e-02
34.05181	-135.67056	7.158e-02
34.02935	-135.70999	7.147e-02
34.00112	-135.76071	7.133e-02
33.98545	-135.78876	7.139e-02
33.96667	-135.82213	7.162e-02
33.94427	-135.86174	7.166e-02
33.92345	-135.89874	7.165e-02
33.90210	-135.93668	7.171e-02
33.87662	-135.98175	7.173e-02
33.85687	-136.01711	7.180e-02
33.83556	-136.05518	7.186e-02
33.81169	-136.09773	7.191e-02
33.79295	-136.13298	7.209e-02
33.77377	-136.16762	7.236e-02
33.75148	-136.20764	7.258e-02
33.72766	-136.25041	7.266e-02
33.70127	-136.29773	7.274e-02
33.68523	-136.32712	7.282e-02
33.66248	-136.36824	7.297e-02
33.64130	-136.40672	7.306e-02
33.61911	-136.44705	7.313e-02
33.59739	-136.48808	7.311e-02
33.57573	-136.52760	7.311e-02
33.55409	-136.56717	7.312e-02
33.53246	-136.60678	7.324e-02
33.50880	-136.65005	7.321e-02
33.48463	-136.69431	7.326e-02
33.46562	-136.72954	7.333e-02
33.44149	-136.77390	7.340e-02
33.41942	-136.81467	7.344e-02
33.39532	-136.85913	7.355e-02
33.37482	-136.89726	7.366e-02
33.35279	-136.93819	7.375e-02
33.33181	-136.97731	7.385e-02
33.30777	-137.02200	7.411e-02
33.28580	-137.06310	7.433e-02
33.26278	-137.10765	7.444e-02
33.24286	-137.14514	7.450e-02
33.21889	-137.19005	7.460e-02
33.19748	-137.23041	7.473e-02
33.17354	-137.27544	7.492e-02
33.14964	-137.32053	7.497e-02
33.12878	-137.36011	7.489e-02
33.10540	-137.40437	7.488e-02
33.08204	-137.44872	7.512e-02
33.05870	-137.49310	7.524e-02
33.03743	-137.53223	7.524e-02
33.01105	-137.58391	7.526e-02
32.99031	-137.62221	7.537e-02
32.96348	-137.67499	7.551e-02
32.94476	-137.71124	7.571e-02
32.92307	-137.75156	7.574e-02
32.89832	-137.79916	7.570e-02
32.87613	-137.84212	7.583e-02
32.84586	-137.90182	7.617e-02
32.82923	-137.93454	7.623e-02
32.80657	-137.97862	7.631e-02
32.78447	-138.02020	7.642e-02
32.75985	-138.06819	7.661e-02
32.73724	-138.11244	7.684e-02
32.71065	-138.16435	7.692e-02
32.69159	-138.20207	7.684e-02
32.66754	-138.24936	7.675e-02
32.64100	-138.30147	7.681e-02
32.61899	-138.34506	7.709e-02
32.59800	-138.38683	7.711e-02
32.57153	-138.43915	7.718e-02
32.55156	-138.47908	7.730e-02
32.52215	-138.53729	7.741e-02
32.50221	-138.57735	7.750e-02
32.47881	-138.62418	7.755e-02
32.45692	-138.66818	7.756e-02
32.43356	-138.71513	7.768e-02
32.40030	-138.78149	7.800e-02
32.38689	-138.80925	7.818e-02
32.36160	-138.86026	7.823e-02
32.33883	-138.90486	7.831e-02
32.31308	-138.95700	7.842e-02
32.29131	-139.00142	7.860e-02
32.26414	-139.05661	7.871e-02
32.24290	-139.10019	7.880e-02
32.22020	-139.14674	7.888e-02
32.19212	-139.20413	7.891e-02
32.17094	-139.24789	7.898e-02
32.14929	-139.29103	7.914e-02
32.12519	-139.34079	7.923e-02
32.09818	-139.39651	7.930e-02
32.07364	-139.44740	7.944e-02
32.04911	-139.49837	7.954e-02
32.01728	-139.56422	7.965e-02
32.00162	-139.59755	7.987e-02
31.97717	-139.64873	7.998e-02
31.95567	-139.69237	8.000e-02
31.93223	-139.74168	8.000e-02
31.90686	-139.79506	8.027e-02
31.88445	-139.84253	8.042e-02
31.85669	-139.90105	8.055e-02
31.83432	-139.94865	8.060e-02
31.81002	-140.00032	8.072e-02
31.78525	-140.05141	8.083e-02
31.76197	-140.10126	8.099e-02
31.73870	-140.15114	8.102e-02
31.71498	-140.20209	8.091e-02
31.68595	-140.26421	8.096e-02
31.66516	-140.30760	8.126e-02
31.64102	-140.35979	8.143e-02
31.61642	-140.41306	8.151e-02
31.59280	-140.46439	8.158e-02
31.56632	-140.52188	8.170e-02
31.54130	-140.57472	8.189e-02
31.51776	-140.62630	8.209e-02
31.49232	-140.68201	8.214e-02
31.46594	-140.73984	8.214e-02
31.44391	-140.78854	8.238e-02
31.41950	-140.84245	8.271e-02
31.39461	-140.89577	8.284e-02
31.36882	-140.95291	8.294e-02
31.34496	-141.00601	8.303e-02
31.32209	-141.05716	8.321e-02
31.29685	-141.11353	8.330e-02
31.27114	-141.16930	8.331e-02
31.24500	-141.22789	8.324e-02
31.21984	-141.28450	8.320e-02
31.19470	-141.34122	8.339e-02
31.17197	-141.39279	8.365e-02
31.14686	-141.44795	8.371e-02
31.12038	-141.50804	8.379e-02
31.09819	-141.55881	8.399e-02
31.07367	-141.61488	8.411e-02
31.04678	-141.67456	8.422e-02
31.01994	-141.73605	8.435e-02
30.99832	-141.78607	8.442e-02
30.97201	-141.84669	8.465e-02
30.94761	-141.90318	8.490e-02
30.91664	-141.97284	8.521e-02
30.89558	-142.02211	8.537e-02
30.87080	-142.07993	8.555e-02
30.84791	-142.13359	8.575e-02
30.82174	-142.19304	8.589e-02
30.79705	-142.25113	8.597e-02
30.77005	-142.31462	8.604e-02
30.74541	-142.37288	8.603e-02
30.72215	-142.42627	8.600e-02
30.69663	-142.48685	8.598e-02
30.66789	-142.55501	8.616e-02
30.64244	-142.61577	8.624e-02
30.62164	-142.66588	8.635e-02
30.59672	-142.72575	8.642e-02
30.57084	-142.78613	8.645e-02
30.54596	-142.84618	8.657e-02
30.51881	-142.91171	8.681e-02
30.49354	-142.97304	8.705e-02
30.46921	-143.03229	8.712e-02
27.80675	141.55901	8.716e-02
27.83541	141.46344	8.674e-02
27.85188	141.40581	8.657e-02
27.87489	141.32806	8.666e-02
27.89530	141.25960	8.658e-02
27.91915	141.17949	8.636e-02
27.94153	141.10472	8.612e-02
27.96246	141.03526	8.593e-02
27.98568	140.95811	8.583e-02
28.00591	140.89145	8.569e-02
28.03417	140.79770	8.545e-02
28.05143	140.74159	8.518e-02
28.07367	140.66878	8.515e-02
28.09432	140.59917	8.526e-02
28.11818	140.52141	8.510e-02
28.14017	140.45020	8.494e-02
28.16182	140.38039	8.486e-02
28.18543	140.30426	8.485e-02
28.20714	140.23465	8.483e-02
28.22774	140.16898	8.473e-02
28.25108	140.09445	8.437e-02
28.27280	140.02310	8.411e-02
28.29467	139.95389	8.400e-02
28.31618	139.88605	8.398e-02
28.34046	139.80945	8.378e-02
28.36363	139.73677	8.364e-02
28.38369	139.67429	8.353e-02
28.40927	139.59424	8.335e-02
28.42891	139.53119	8.302e-02
28.45537	139.44885	8.271e-02
28.47281	139.39557	8.249e-02
28.49501	139.32726	8.241e-02
28.51842	139.25531	8.240e-02
28.54032	139.18849	8.246e-02
28.56134	139.12224	8.237e-02
28.58328	139.05559	8.231e-02
28.60566	138.98778	8.226e-02
28.62927	138.91635	8.215e-02
28.65084	138.84924	8.198e-02
28.67212	138.78545	8.186e-02
28.69544	138.71558	8.172e-02
28.71799	138.64828	8.147e-02
28.73977	138.58354	8.129e-02
28.76554	138.50458	8.126e-02
28.78378	138.45116	8.106e-02
28.80606	138.38547	8.091e-02
28.82677	138.32480	8.080e-02
28.85033	138.25562	8.066e-02
28.88044	138.16696	8.057e-02
28.89466	138.12415	8.058e-02
28.91508	138.06503	8.043e-02
28.93919	137.99504	8.027e-02
28.96130	137.93124	8.016e-02
28.98297	137.86674	8.024e-02
29.00843	137.79344	8.020e-02
29.02736	137.73962	8.011e-02
29.04795	137.68103	7.998e-02
29.07145	137.61404	7.987e-02
29.09245	137.55243	7.978e-02
29.11396	137.49167	7.966e-02
29.13756	137.42497	7.939e-02
29.15788	137.36800	7.901e-02
29.18154	137.30150	7.891e-02
29.22519	137.17760	7.898e-02
29.24728	137.11617	7.869e-02
29.26941	137.05481	7.860e-02
29.31793	136.92047	7.843e-02
29.35732	136.81068	7.825e-02
29.37918	136.75095	7.807e-02
29.40401	136.68303	7.807e-02
29.42382	136.62939	7.813e-02
29.44487	136.57030	7.802e-02
29.46642	136.51207	7.789e-02
29.48630	136.45865	7.781e-02
29.50959	136.39587	7.777e-02
29.53121	136.33791	7.758e-02
29.55626	136.27061	7.743e-02
29.57582	136.21864	7.719e-02
29.59578	136.16364	7.698e-02
29.62135	136.09547	7.685e-02
29.64013	136.04607	7.685e-02
29.66149	135.98973	7.672e-02
29.68672	135.92299	7.663e-02
29.70513	135.87495	7.654e-02
29.73256	135.80260	7.641e-02
29.75100	135.75276	7.623e-02
29.77120	135.70029	7.615e-02
29.79400	135.64095	7.607e-02
29.81469	135.58746	7.600e-02
29.83926	135.52367	7.598e-02
29.85956	135.47148	7.602e-02
29.88160	135.41478	7.595e-02
29.90756	135.34781	7.590e-02
29.92403	135.30615	7.580e-02
29.94440	135.25232	7.572e-02
29.96567	135.19818	7.560e-02
29.98785	135.14186	7.552e-02
30.01048	135.08446	7.543e-02
30.03618	135.01917	7.513e-02
30.05407	134.97444	7.491e-02
30.07328	134.92635	7.486e-02
30.09513	134.87152	7.471e-02
30.11788	134.81450	7.450e-02
30.14592	134.74397	7.434e-02
30.16260	134.70296	7.423e-02
30.18192	134.65518	7.419e-02
30.20477	134.59846	7.421e-02
30.22632	134.54521	7.405e-02
30.24922	134.48865	7.382e-02
30.27214	134.43216	7.377e-02
30.29112	134.38583	7.394e-02
30.31586	134.32501	7.392e-02
30.33533	134.27773	7.384e-02
30.35525	134.22934	7.372e-02
30.37697	134.17656	7.369e-02
30.39781	134.12608	7.367e-02
30.41957	134.07346	7.353e-02
30.43913	134.02643	7.315e-02
30.46003	133.97615	7.287e-02
30.48498	133.91599	7.269e-02
30.50504	133.86806	7.279e-02
30.52512	133.82018	7.272e-02
30.54567	133.77124	7.263e-02
30.56623	133.72240	7.260e-02
30.58861	133.66919	7.255e-02
30.61011	133.61826	7.252e-02
30.63208	133.56630	7.243e-02
30.65318	133.51662	7.225e-02
30.67564	133.46370	7.214e-02
30.69408	133.42068	7.214e-02
30.71973	133.36212	7.220e-02
30.73594	133.32468	7.207e-02
30.75849	133.27202	7.199e-02
30.77879	133.22488	7.192e-02
30.79913	133.17781	7.184e-02
30.81857	133.13295	7.174e-02
30.84120	133.08055	7.166e-02
30.86022	133.03688	7.147e-02
30.88470	132.98030	7.134e-02
30.90376	132.93675	7.120e-02
30.92328	132.89217	7.116e-02
30.95238	132.82689	7.107e-02
30.96511	132.79860	7.105e-02
30.98605	132.75095	7.100e-02
31.01249	132.69049	7.088e-02
31.02891	132.65370	7.075e-02
31.04854	132.60945	7.065e-02
31.07092	132.56071	7.060e-02
31.08921	132.51978	7.049e-02
31.11255	132.46716	7.045e-02
31.13133	132.42526	7.052e-02
31.15334	132.37595	7.051e-02
31.17398	132.32991	7.049e-02
31.19370	132.28789	7.041e-02
31.21439	132.24196	7.032e-02
31.23463	132.19714	7.025e-02
31.25396	132.15450	7.022e-02
31.27793	132.10132	7.007e-02
31.30006	132.05244	6.981e-02
31.31575	132.01839	6.965e-02
31.33697	131.97359	6.976e-02
31.35684	131.93013	6.974e-02
31.37580	131.88884	6.962e-02
31.39756	131.84129	6.952e-02
31.41748	131.79800	6.940e-02
31.43881	131.75162	6.932e-02
31.45783	131.71051	6.926e-02
31.47637	131.67236	6.911e-02
31.49821	131.62509	6.889e-02
31.52567	131.56537	6.887e-02
31.53869	131.53801	6.904e-02
31.55731	131.49820	6.902e-02
31.57782	131.45427	6.898e-02
31.59737	131.41429	6.894e-02
31.61651	131.37360	6.893e-02
31.63800	131.32774	6.888e-02
31.65810	131.28505	6.879e-02
31.67775	131.24345	6.857e-02
31.69835	131.19983	6.827e-02
31.71892	131.15807	6.825e-02
31.73580	131.12280	6.833e-02
31.75550	131.08138	6.827e-02
31.77663	131.03691	6.818e-02
31.80102	130.98714	6.816e-02
31.81701	130.95407	6.809e-02
31.83535	130.91591	6.802e-02
31.85418	130.87679	6.791e-02
31.87397	130.83566	6.775e-02
31.89425	130.79355	6.764e-02
31.91264	130.75557	6.766e-02
31.93247	130.71457	6.770e-02
31.95226	130.67542	6.762e-02
31.97211	130.63449	6.754e-02
31.99341	130.59059	6.748e-02
32.00950	130.55791	6.743e-02
32.02845	130.51917	6.733e-02
32.04930	130.47641	6.724e-02
32.07113	130.43169	6.717e-02
32.08815	130.39890	6.703e-02
32.10667	130.36134	6.698e-02
32.12569	130.32281	6.702e-02
32.14423	130.28534	6.695e-02
32.16804	130.23683	6.680e-02
32.18470	130.20345	6.670e-02
32.20375	130.16510	6.658e-02
32.22283	130.12677	6.650e-02
32.24089	130.09227	6.652e-02
32.25951	130.05505	6.649e-02
32.27909	130.01585	6.641e-02
32.29773	129.97870	6.632e-02
32.31638	129.94157	6.634e-02
32.33649	129.90150	6.630e-02
32.35420	129.86646	6.620e-02
32.37529	129.82448	6.612e-02
32.39158	129.79250	6.606e-02
32.40975	129.75835	6.599e-02
32.43232	129.71353	6.595e-02
32.44864	129.68164	6.575e-02
32.46738	129.64484	6.560e-02
32.49000	129.60017	6.554e-02
32.50490	129.57135	6.567e-02
32.52707	129.52777	6.567e-02
32.54054	129.50197	6.561e-02
32.55837	129.46732	6.553e-02
32.57524	129.43466	6.547e-02
32.59406	129.39812	6.547e-02
32.61288	129.36162	6.548e-02
32.63456	129.32103	6.541e-02
32.65058	129.28871	6.527e-02
32.66654	129.25821	6.526e-02
32.68492	129.22284	6.538e-02
32.70380	129.18652	6.534e-02
32.72075	129.15413	6.526e-02
32.73917	129.11885	6.520e-02
32.75857	129.08168	6.519e-02
32.77652	129.04744	6.514e-02
32.79448	129.01326	6.498e-02
32.81051	128.98300	6.480e-02
32.82751	128.95081	6.465e-02
32.84599	128.91574	6.462e-02
32.86985	128.87009	6.467e-02
32.88249	128.84668	6.456e-02
32.90148	128.81076	6.451e-02
32.91755	128.78065	6.447e-02
32.93608	128.74580	6.442e-02
32.95316	128.71382	6.436e-02
32.96876	128.68477	6.430e-02
32.98682	128.65094	6.425e-02
33.00490	128.61716	6.422e-02
33.02347	128.58243	6.425e-02
33.04206	128.54774	6.428e-02
33.05869	128.51692	6.421e-02
33.07492	128.48537	6.418e-02
33.09010	128.45747	6.413e-02
33.11208	128.41795	6.410e-02
33.12637	128.39030	6.399e-02
33.14255	128.36058	6.393e-02
33.16021	128.32803	6.386e-02
33.17788	128.29550	6.372e-02
33.19704	128.26016	6.361e-02
33.21078	128.23531	6.360e-02
33.22849	128.20288	6.352e-02
33.24472	128.17332	6.349e-02
33.26204	128.14018	6.346e-02
33.27827	128.11067	6.340e-02
33.29551	128.07932	6.340e-02
33.31276	128.04797	6.342e-02
33.33150	128.01384	6.335e-02
33.34976	127.98067	6.321e-02
33.36306	127.95698	6.315e-02
33.37935	127.92764	6.322e-02
33.39425	127.89944	6.321e-02
33.41105	127.86919	6.324e-02
33.42885	127.83712	6.322e-02
33.44666	127.80507	6.323e-02
33.46298	127.77586	6.321e-02
33.47742	127.74873	6.317e-02
33.49376	127.71957	6.299e-02
33.51060	127.68950	6.269e-02
33.52497	127.66415	6.262e-02
33.54282	127.63227	6.272e-02
33.55919	127.60321	6.268e-02
33.57806	127.56953	6.262e-02
33.59155	127.54441	6.255e-02
33.60844	127.51451	6.248e-02
33.62283	127.48927	6.241e-02
33.63823	127.46220	6.237e-02
33.65414	127.43422	6.225e-02
33.67106	127.40443	6.219e-02
33.68699	127.37650	6.227e-02
