#pgII [uA] data read from database by pab Ltd "mountain"
#see http://bsdf.pab.eu for pgII gonio-photometer and BSDF details
#mountain-version	"pab mountain V3.2.3"
#database-host	pgdb
#database-name	pabpg
#measured_at	"2018-03-21 12:27:15"
#data_read_from_db	"2018-03-21 13:08:09"
#database_id	1805
#datapoints_in_db	127652
#database_reference_id	0
#integrated_value	0.22	6.3
#sample_label	"layer_020_030"
#sample_name	"Layered:_#20_on_top_of_#30"
#lamp	"xenon"
#beamshape	"det,f=300,a=1"
#filterlamp	"none"
#filterdet	"none"
#comment	"(null)"
#mcomment	"$Id: allmess.c,v 3.21 2017/10/21 18:12:11 apian Exp apian $daq serial[0]="016"(offn)|optfile=python-tizian|userdata=$Header: /usr/local/pab_pg/etc/RCS/userdata.pgII-epfl,v 1.15 2017/12/22 19:45:57 pgadmin Exp pgadmin $|cxtcounter=yes|bl_armB=0|daq_ss=100|speedbend=(0,0)|pawait=30|minspacing=-1|lamp_cycles=18 poweron=8435 [h] last_change=131 [min]"
#dbfilter	""
#column	daq
#dump-host	pgII-epfl
#incident_angle	31.3158	0
#intheta	31.3158
#inphi	0
#front_integral	0.221
#incident_and_front_integral	31.3158	0	0.221
#mountain_minimum_angle	0.0014 [deg]
#datapoints_in_file	126567
#format: theta	phi	[uA]
27.01025	138.04695	8.315e-02
26.98893	138.11639	8.326e-02
26.96067	138.20799	8.332e-02
26.94189	138.26988	8.328e-02
26.92150	138.33705	8.330e-02
26.89747	138.41606	8.339e-02
26.87512	138.48996	8.354e-02
26.85282	138.56401	8.357e-02
26.82892	138.64342	8.365e-02
26.80718	138.71851	8.374e-02
26.78620	138.78897	8.374e-02
26.76083	138.87401	8.379e-02
26.74074	138.94205	8.403e-02
26.71467	139.03001	8.418e-02
26.69587	139.09431	8.438e-02
26.67229	139.17461	8.459e-02
26.64724	139.26250	8.485e-02
26.62855	139.32710	8.506e-02
26.60431	139.41043	8.520e-02
26.58371	139.48190	8.531e-02
26.55997	139.56419	8.551e-02
26.53271	139.65866	8.574e-02
26.51421	139.72380	8.596e-02
26.49377	139.79575	8.600e-02
26.46874	139.88609	8.588e-02
26.44917	139.95558	8.589e-02
26.42297	140.04810	8.613e-02
26.40427	140.11513	8.631e-02
26.38208	140.19441	8.644e-02
26.35838	140.27924	8.657e-02
26.33678	140.35962	8.666e-02
26.31474	140.43929	8.677e-02
26.29080	140.52591	8.683e-02
26.27041	140.60040	8.684e-02
26.24504	140.69276	8.688e-02
26.21972	140.78529	8.715e-02
29.80925	-142.35471	8.732e-02
29.83361	-142.29961	8.717e-02
29.86034	-142.23915	8.694e-02
29.88803	-142.17661	8.676e-02
29.91999	-142.10442	8.666e-02
29.94258	-142.05406	8.660e-02
29.96610	-141.99982	8.640e-02
29.99724	-141.93188	8.612e-02
30.02034	-141.87892	8.606e-02
30.04632	-141.82132	8.613e-02
30.07469	-141.75844	8.601e-02
30.09931	-141.70425	8.591e-02
30.12679	-141.64372	8.590e-02
30.15290	-141.58652	8.600e-02
30.17901	-141.52939	8.601e-02
30.20516	-141.47235	8.583e-02
30.23371	-141.41008	8.533e-02
30.25800	-141.35748	8.491e-02
30.28518	-141.29860	8.473e-02
30.31095	-141.24301	8.469e-02
30.33961	-141.18114	8.445e-02
30.36354	-141.12997	8.420e-02
30.39130	-141.07040	8.408e-02
30.41670	-141.01622	8.390e-02
30.44499	-140.95581	8.376e-02
30.46948	-140.90390	8.349e-02
30.49543	-140.84891	8.331e-02
30.52140	-140.79404	8.339e-02
30.54837	-140.73715	8.356e-02
30.57391	-140.68349	8.365e-02
30.60189	-140.62468	8.346e-02
30.62846	-140.57083	8.330e-02
30.65408	-140.51741	8.323e-02
30.68116	-140.46098	8.321e-02
30.70973	-140.40152	8.303e-02
30.73300	-140.35358	8.282e-02
30.75871	-140.30051	8.268e-02
30.78444	-140.24750	8.252e-02
30.81165	-140.19151	8.240e-02
30.83743	-140.13870	8.237e-02
30.86080	-140.09108	8.224e-02
30.88711	-140.03740	8.213e-02
30.92028	-139.97119	8.205e-02
30.94176	-139.92792	8.184e-02
30.96814	-139.87448	8.173e-02
30.99112	-139.82828	8.176e-02
31.02048	-139.76889	8.167e-02
31.04790	-139.71539	8.141e-02
31.07144	-139.66840	8.122e-02
31.09695	-139.61742	8.120e-02
31.12053	-139.57053	8.107e-02
31.14706	-139.51767	8.095e-02
31.17264	-139.46690	8.082e-02
31.19774	-139.41722	8.080e-02
31.22483	-139.36360	8.072e-02
31.24998	-139.31407	8.064e-02
31.27515	-139.26465	8.041e-02
31.30280	-139.21194	8.010e-02
31.32652	-139.16565	7.997e-02
31.35324	-139.11342	8.010e-02
31.37699	-139.06726	8.001e-02
31.40325	-139.01617	7.983e-02
31.42804	-138.96817	7.966e-02
31.45535	-138.91528	7.952e-02
31.48115	-138.86713	7.945e-02
31.50550	-138.82031	7.943e-02
31.53435	-138.76469	7.925e-02
31.55974	-138.71605	7.913e-02
31.58216	-138.67340	7.918e-02
31.60610	-138.62787	7.928e-02
31.63302	-138.57817	7.917e-02
31.65898	-138.52884	7.902e-02
31.68146	-138.48642	7.889e-02
31.70696	-138.43822	7.881e-02
31.73248	-138.39006	7.870e-02
31.75802	-138.34200	7.850e-02
31.78459	-138.29205	7.809e-02
31.80715	-138.24997	7.793e-02
31.83423	-138.20085	7.786e-02
31.85783	-138.15694	7.780e-02
31.89353	-138.08986	7.764e-02
31.90811	-138.06348	7.756e-02
31.93428	-138.01492	7.746e-02
31.95897	-137.96936	7.735e-02
31.98669	-137.91806	7.722e-02
32.00986	-137.87715	7.713e-02
32.03510	-137.83080	7.708e-02
32.05783	-137.78929	7.703e-02
32.08360	-137.74213	7.706e-02
32.11296	-137.68834	7.715e-02
32.13370	-137.65085	7.715e-02
32.15852	-137.60579	7.715e-02
32.18132	-137.56458	7.708e-02
32.20566	-137.52058	7.700e-02
32.23863	-137.46216	7.686e-02
32.25741	-137.42873	7.679e-02
32.28181	-137.38493	7.666e-02
32.30418	-137.34497	7.639e-02
32.32962	-137.29939	7.614e-02
32.35406	-137.25577	7.606e-02
32.37749	-137.21408	7.595e-02
32.40350	-137.16776	7.582e-02
32.42747	-137.12526	7.565e-02
32.45502	-137.07788	7.552e-02
32.47749	-137.03831	7.546e-02
32.49895	-137.00066	7.546e-02
32.52350	-136.95744	7.532e-02
32.54755	-136.91522	7.511e-02
32.57213	-136.87213	7.508e-02
32.59827	-136.82631	7.513e-02
32.62186	-136.78522	7.509e-02
32.64648	-136.74231	7.501e-02
32.66856	-136.70409	7.492e-02
32.70192	-136.64719	7.489e-02
32.71835	-136.61923	7.486e-02
32.74200	-136.57840	7.476e-02
32.76413	-136.54037	7.453e-02
32.78885	-136.49782	7.419e-02
32.81306	-136.45624	7.408e-02
32.83472	-136.41928	7.416e-02
32.85896	-136.37779	7.407e-02
32.88270	-136.33727	7.393e-02
32.90748	-136.29498	7.379e-02
32.93021	-136.25641	7.371e-02
32.95296	-136.21786	7.361e-02
32.97677	-136.17758	7.349e-02
33.00005	-136.13824	7.332e-02
33.02486	-136.09782	7.324e-02
33.04818	-136.05858	7.339e-02
33.07306	-136.01668	7.353e-02
33.09589	-135.97845	7.350e-02
33.11769	-135.94209	7.343e-02
33.14470	-135.89674	7.336e-02
33.16444	-135.86406	7.331e-02
33.18783	-135.82513	7.320e-02
33.21385	-135.78175	7.305e-02
33.23466	-135.74741	7.284e-02
33.25862	-135.70773	7.259e-02
33.28154	-135.66989	7.252e-02
33.30396	-135.63301	7.250e-02
33.32587	-135.59705	7.236e-02
33.35458	-135.54953	7.226e-02
33.37337	-135.51903	7.220e-02
33.39425	-135.48499	7.203e-02
33.41830	-135.44565	7.187e-02
33.43973	-135.41080	7.178e-02
33.46328	-135.37245	7.173e-02
33.48579	-135.33594	7.165e-02
33.51041	-135.29591	7.160e-02
33.53242	-135.26036	7.166e-02
33.55443	-135.22485	7.166e-02
33.57804	-135.18674	7.170e-02
33.59850	-135.15395	7.170e-02
33.62160	-135.11681	7.172e-02
33.64418	-135.08060	7.173e-02
33.67049	-135.03828	7.176e-02
33.69099	-135.00568	7.165e-02
33.71202	-134.97221	7.133e-02
33.73466	-134.93617	7.108e-02
33.75571	-134.90280	7.104e-02
33.77889	-134.86598	7.095e-02
33.80050	-134.83180	7.085e-02
33.82266	-134.79681	7.075e-02
33.84437	-134.76118	7.063e-02
33.86706	-134.72540	7.056e-02
33.89190	-134.68619	7.054e-02
33.91249	-134.65396	7.043e-02
33.93257	-134.62263	7.023e-02
33.95478	-134.58788	7.019e-02
33.97700	-134.55318	7.031e-02
33.99976	-134.51764	7.024e-02
34.02102	-134.48320	7.008e-02
34.04115	-134.45207	6.994e-02
34.06341	-134.41753	6.988e-02
34.08569	-134.38301	6.991e-02
34.10850	-134.34770	6.990e-02
34.12813	-134.31755	6.972e-02
34.14990	-134.28401	6.949e-02
34.17069	-134.25070	6.947e-02
34.19248	-134.21724	6.960e-02
34.21588	-134.18127	6.951e-02
34.23556	-134.15132	6.937e-02
34.25684	-134.11882	6.934e-02
34.27813	-134.08636	6.931e-02
34.30264	-134.04886	6.922e-02
34.32351	-134.01581	6.914e-02
34.34269	-133.98685	6.895e-02
34.36294	-133.95624	6.886e-02
34.38482	-133.92313	6.888e-02
34.40725	-133.88922	6.895e-02
34.42807	-133.85786	6.888e-02
34.44791	-133.82672	6.884e-02
34.46714	-133.79796	6.880e-02
34.49335	-133.75830	6.877e-02
34.50991	-133.73380	6.867e-02
34.53239	-133.70009	6.854e-02
34.55272	-133.66978	6.838e-02
34.57209	-133.63966	6.825e-02
34.59243	-133.60944	6.814e-02
34.61441	-133.57672	6.813e-02
34.63317	-133.54904	6.801e-02
34.65408	-133.51807	6.791e-02
34.67608	-133.48546	6.787e-02
34.69603	-133.45470	6.783e-02
34.71912	-133.42050	6.784e-02
34.73738	-133.39380	6.792e-02
34.75725	-133.36464	6.794e-02
34.78145	-133.32890	6.785e-02
34.79703	-133.30643	6.781e-02
34.81909	-133.27406	6.782e-02
34.83747	-133.24602	6.780e-02
34.85901	-133.21454	6.779e-02
34.88435	-133.17734	6.769e-02
34.89778	-133.15826	6.764e-02
34.91880	-133.12770	6.756e-02
34.93711	-133.10129	6.750e-02
34.95825	-133.06931	6.726e-02
34.98093	-133.03641	6.690e-02
35.01707	-132.98457	6.692e-02
35.03759	-132.95502	6.680e-02
35.09703	-132.86980	6.659e-02
35.13815	-132.81099	6.654e-02
35.17614	-132.75568	6.623e-02
35.19345	-132.73122	6.624e-02
35.21459	-132.70113	6.637e-02
35.23137	-132.67754	6.634e-02
35.25142	-132.64911	6.627e-02
35.27203	-132.61992	6.620e-02
35.28992	-132.59477	6.621e-02
35.31055	-132.56566	6.619e-02
35.32966	-132.53748	6.612e-02
35.34866	-132.51082	6.587e-02
35.36548	-132.48738	6.583e-02
35.38449	-132.46075	6.577e-02
35.40351	-132.43416	6.574e-02
35.42581	-132.40279	6.558e-02
35.44211	-132.38025	6.549e-02
35.46280	-132.35135	6.544e-02
35.48075	-132.32646	6.535e-02
35.49924	-132.30078	6.527e-02
35.52269	-132.26797	6.526e-02
35.53682	-132.24873	6.520e-02
35.55369	-132.22552	6.519e-02
35.57233	-132.19849	6.525e-02
35.59142	-132.17213	6.534e-02
35.61050	-132.14583	6.531e-02
35.63179	-132.11638	6.529e-02
35.64650	-132.09645	6.524e-02
35.66560	-132.07021	6.516e-02
35.68306	-132.04636	6.502e-02
35.70108	-132.02174	6.492e-02
35.72075	-131.99478	6.483e-02
35.73932	-131.96942	6.468e-02
35.75681	-131.94565	6.459e-02
35.77541	-131.92036	6.459e-02
35.79290	-131.89664	6.450e-02
35.80984	-131.87373	6.444e-02
35.82845	-131.84848	6.434e-02
35.84596	-131.82483	6.420e-02
35.86347	-131.80119	6.411e-02
35.88319	-131.77446	6.414e-02
35.89962	-131.75244	6.416e-02
35.91881	-131.72653	6.409e-02
35.93634	-131.70299	6.402e-02
35.95554	-131.67711	6.412e-02
35.97308	-131.65361	6.416e-02
35.98676	-131.63557	6.416e-02
36.00431	-131.61211	6.411e-02
36.02463	-131.58478	6.410e-02
36.04110	-131.56293	6.410e-02
36.05700	-131.54185	6.410e-02
36.07569	-131.51691	6.393e-02
36.09271	-131.49432	6.369e-02
36.11348	-131.46776	6.361e-02
36.12732	-131.44843	6.372e-02
36.14423	-131.42732	6.373e-02
36.15918	-131.40646	6.364e-02
36.17722	-131.38387	6.359e-02
36.19593	-131.35909	6.351e-02
36.21299	-131.33662	6.348e-02
36.22894	-131.31572	6.344e-02
36.24601	-131.29330	6.334e-02
36.26363	-131.27014	6.321e-02
36.28003	-131.24995	6.332e-02
36.29488	-131.23067	6.347e-02
36.31141	-131.20909	6.340e-02
36.32849	-131.18675	6.332e-02
36.34725	-131.16214	6.324e-02
36.36323	-131.14139	6.326e-02
36.37922	-131.12064	6.324e-02
36.39522	-131.09993	6.317e-02
36.41275	-131.07834	6.301e-02
36.43319	-131.05156	6.287e-02
36.44530	-131.03621	6.282e-02
36.46242	-131.01402	6.281e-02
36.47620	-130.99641	6.269e-02
36.49222	-130.97578	6.262e-02
36.51145	-130.95204	6.263e-02
36.52525	-130.93448	6.258e-02
36.54127	-130.91389	6.250e-02
36.55953	-130.89030	6.239e-02
36.57598	-130.87041	6.227e-02
36.59035	-130.85216	6.222e-02
36.60528	-130.83315	6.228e-02
36.62077	-130.81340	6.234e-02
36.63514	-130.79518	6.235e-02
36.65664	-130.76857	6.238e-02
36.66877	-130.75340	6.237e-02
36.68316	-130.73521	6.236e-02
36.70035	-130.71330	6.228e-02
36.71474	-130.69514	6.222e-02
36.73081	-130.67474	6.211e-02
36.74576	-130.65587	6.200e-02
36.76170	-130.63690	6.192e-02
36.77610	-130.61880	6.200e-02
36.79162	-130.59921	6.198e-02
36.80659	-130.58041	6.194e-02
36.82101	-130.56235	6.184e-02
36.83752	-130.54271	6.171e-02
36.85250	-130.52393	6.162e-02
36.86803	-130.50441	6.163e-02
36.88414	-130.48416	6.160e-02
36.89745	-130.46768	6.148e-02
36.91132	-130.45044	6.145e-02
36.92631	-130.43173	6.155e-02
36.94019	-130.41451	6.156e-02
36.95504	-130.39722	6.151e-02
36.97116	-130.37704	6.146e-02
36.98560	-130.35913	6.146e-02
37.00006	-130.34125	6.147e-02
37.01732	-130.31963	6.149e-02
37.03065	-130.30324	6.140e-02
37.04398	-130.28685	6.112e-02
37.05829	-130.27037	6.105e-02
37.07275	-130.25253	6.120e-02
37.08609	-130.23618	6.116e-02
37.10056	-130.21837	6.109e-02
37.11335	-130.20277	6.102e-02
37.12782	-130.18498	6.100e-02
37.14229	-130.16719	6.098e-02
37.15677	-130.14941	6.095e-02
37.17181	-130.13091	6.084e-02
37.18573	-130.11391	6.074e-02
37.20007	-130.09756	6.081e-02
37.21344	-130.08130	6.093e-02
37.22736	-130.06432	6.089e-02
37.24017	-130.04881	6.084e-02
37.25297	-130.03333	6.081e-02
37.26691	-130.01637	6.082e-02
37.27972	-130.00090	6.075e-02
37.29310	-129.98471	6.068e-02
37.30817	-129.96634	6.056e-02
37.32211	-129.94943	6.048e-02
37.33817	-129.93098	6.049e-02
37.34889	-129.91711	6.054e-02
37.36171	-129.90170	6.050e-02
37.37551	-129.88622	6.047e-02
37.38778	-129.87157	6.046e-02
37.40287	-129.85326	6.042e-02
37.41344	-129.84081	6.040e-02
37.42628	-129.82542	6.042e-02
37.43855	-129.81081	6.040e-02
37.45196	-129.79472	6.032e-02
37.46537	-129.77866	6.029e-02
37.47935	-129.76189	6.027e-02
37.49219	-129.74657	6.025e-02
37.50447	-129.73199	6.025e-02
37.51789	-129.71596	6.022e-02
37.53017	-129.70140	6.019e-02
37.54133	-129.68828	6.015e-02
37.55362	-129.67374	6.012e-02
37.56535	-129.65991	6.003e-02
37.58937	-129.63159	5.978e-02
37.60167	-129.61707	5.983e-02
37.61552	-129.60175	5.984e-02
37.64238	-129.56987	5.976e-02
37.65258	-129.55690	5.971e-02
37.66545	-129.54172	5.973e-02
37.67664	-129.52870	5.977e-02
37.68782	-129.51567	5.974e-02
37.70167	-129.50043	5.964e-02
37.71017	-129.48965	5.970e-02
37.72136	-129.47665	5.990e-02
37.73311	-129.46294	5.996e-02
37.74486	-129.44923	5.992e-02
37.75816	-129.43475	5.985e-02
37.76951	-129.42043	5.980e-02
37.78127	-129.40674	5.977e-02
37.79246	-129.39378	5.972e-02
37.80422	-129.38011	5.952e-02
37.81598	-129.36646	5.930e-02
37.82831	-129.35208	5.927e-02
37.83894	-129.33987	5.934e-02
37.84958	-129.32767	5.924e-02
37.86419	-129.31047	5.912e-02
37.87028	-129.30399	5.910e-02
37.88091	-129.29179	5.907e-02
37.89114	-129.27896	5.906e-02
37.90235	-129.26607	5.901e-02
37.91412	-129.25247	5.890e-02
37.92647	-129.23816	5.884e-02
37.93654	-129.22672	5.894e-02
37.94720	-129.21457	5.906e-02
37.95784	-129.20242	5.904e-02
37.96922	-129.18822	5.905e-02
37.97987	-129.17609	5.909e-02
37.98994	-129.16466	5.913e-02
38.00060	-129.15254	5.909e-02
38.01124	-129.14043	5.899e-02
38.01979	-129.12979	5.887e-02
38.02930	-129.11909	5.880e-02
38.03997	-129.10701	5.878e-02
38.04891	-129.09703	5.883e-02
38.06071	-129.08353	5.877e-02
38.07080	-129.07214	5.877e-02
38.08048	-129.06013	5.875e-02
38.09058	-129.04877	5.867e-02
38.10067	-129.03740	5.864e-02
38.11076	-129.02605	5.875e-02
38.12102	-129.01335	5.879e-02
38.13055	-129.00270	5.874e-02
38.14066	-128.99138	5.869e-02
38.15247	-128.97792	5.874e-02
38.15931	-128.96948	5.874e-02
38.16884	-128.95886	5.876e-02
38.17837	-128.94824	5.872e-02
38.18734	-128.93832	5.870e-02
38.19589	-128.92778	5.869e-02
38.20543	-128.91718	5.873e-02
38.21439	-128.90727	5.866e-02
38.22279	-128.89809	5.848e-02
38.23249	-128.88615	5.836e-02
38.24147	-128.87628	5.848e-02
38.25214	-128.86430	5.848e-02
38.26168	-128.85371	5.841e-02
38.26911	-128.84460	5.838e-02
38.27980	-128.83264	5.833e-02
38.28763	-128.82417	5.827e-02
38.29660	-128.81432	5.825e-02
38.30614	-128.80376	5.810e-02
38.31415	-128.79396	5.800e-02
38.32541	-128.78131	5.814e-02
38.33096	-128.77568	5.835e-02
38.33994	-128.76582	5.844e-02
38.34680	-128.75746	5.841e-02
38.35521	-128.74832	5.834e-02
38.36304	-128.73988	5.836e-02
38.37202	-128.73004	5.841e-02
38.37946	-128.72099	5.842e-02
38.38787	-128.71187	5.829e-02
38.39628	-128.70274	5.816e-02
38.40470	-128.69363	5.813e-02
38.41311	-128.68452	5.814e-02
38.42055	-128.67548	5.801e-02
38.42896	-128.66637	5.791e-02
38.43737	-128.65727	5.791e-02
38.44637	-128.64748	5.791e-02
38.45364	-128.63976	5.788e-02
38.46107	-128.63074	5.785e-02
38.47007	-128.62094	5.779e-02
38.47676	-128.61394	5.782e-02
38.48462	-128.60556	5.789e-02
38.49132	-128.59857	5.797e-02
38.49859	-128.59088	5.799e-02
38.50644	-128.58249	5.800e-02
38.51389	-128.57349	5.800e-02
38.52059	-128.56650	5.803e-02
38.52673	-128.56020	5.799e-02
38.53400	-128.55252	5.799e-02
38.54185	-128.54414	5.795e-02
38.54799	-128.53787	5.784e-02
38.55527	-128.53020	5.780e-02
38.56312	-128.52184	5.787e-02
38.57000	-128.51353	5.787e-02
38.57843	-128.50449	5.785e-02
38.58456	-128.49821	5.782e-02
38.59184	-128.49055	5.772e-02
38.59797	-128.48427	5.765e-02
38.60526	-128.47664	5.766e-02
38.61312	-128.46829	5.761e-02
38.61926	-128.46202	5.757e-02
38.62597	-128.45506	5.756e-02
38.63268	-128.44810	5.770e-02
38.63898	-128.44052	5.775e-02
38.64512	-128.43425	5.771e-02
38.65126	-128.42799	5.771e-02
38.65854	-128.42036	5.767e-02
38.66354	-128.41550	5.767e-02
38.67083	-128.40787	5.772e-02
38.67582	-128.40298	5.759e-02
38.68139	-128.39742	5.745e-02
38.68695	-128.39185	5.735e-02
38.69251	-128.38629	5.746e-02
38.70037	-128.37798	5.748e-02
38.70480	-128.37379	5.744e-02
38.71095	-128.36755	5.746e-02
38.71651	-128.36200	5.747e-02
38.72207	-128.35645	5.750e-02
38.72879	-128.34952	5.751e-02
38.73396	-128.34334	5.741e-02
38.74010	-128.33711	5.731e-02
38.74509	-128.33224	5.736e-02
38.75124	-128.32600	5.750e-02
38.75681	-128.32048	5.752e-02
38.76336	-128.31487	5.752e-02
38.76795	-128.30939	5.754e-02
38.77352	-128.30385	5.755e-02
38.77949	-128.29892	5.746e-02
38.78448	-128.29407	5.733e-02
38.78948	-128.28922	5.715e-02
38.79506	-128.28369	5.709e-02
38.80005	-128.27884	5.713e-02
38.80562	-128.27330	5.723e-02
38.81004	-128.26913	5.720e-02
38.81504	-128.26428	5.716e-02
38.81947	-128.26012	5.715e-02
38.82446	-128.25528	5.714e-02
38.82888	-128.25111	5.713e-02
38.83331	-128.24696	5.717e-02
38.83716	-128.24348	5.719e-02
38.84158	-128.23933	5.724e-02
38.84600	-128.23517	5.727e-02
38.84985	-128.23170	5.734e-02
38.85467	-128.22816	5.733e-02
38.85852	-128.22470	5.734e-02
38.86237	-128.22122	5.734e-02
38.86737	-128.21638	5.734e-02
38.87064	-128.21361	5.730e-02
38.87449	-128.21013	5.730e-02
38.87891	-128.20598	5.723e-02
38.88276	-128.20251	5.713e-02
38.88874	-128.19763	5.708e-02
38.89144	-128.19553	5.712e-02
38.89529	-128.19205	5.713e-02
38.89914	-128.18858	5.710e-02
38.90298	-128.18512	5.707e-02
38.90683	-128.18166	5.702e-02
38.91068	-128.17819	5.701e-02
38.91494	-128.17535	5.710e-02
38.91821	-128.17258	5.710e-02
38.92263	-128.16843	5.702e-02
38.92590	-128.16565	5.710e-02
38.92918	-128.16286	5.720e-02
38.93285	-128.16071	5.727e-02
38.93613	-128.15793	5.731e-02
38.94055	-128.15379	5.731e-02
38.94268	-128.15237	5.733e-02
38.94595	-128.14960	5.738e-02
38.94865	-128.14749	5.742e-02
38.95232	-128.14534	5.732e-02
38.95559	-128.14256	5.713e-02
38.95887	-128.13979	5.711e-02
38.96157	-128.13770	5.721e-02
38.96467	-128.13622	5.714e-02
38.96794	-128.13344	5.705e-02
38.97064	-128.13133	5.699e-02
38.97334	-128.12924	5.695e-02
38.97546	-128.12782	5.698e-02
38.97817	-128.12573	5.700e-02
38.98126	-128.12427	5.695e-02
38.98339	-128.12285	5.693e-02
38.98551	-128.12143	5.700e-02
38.98763	-128.12001	5.715e-02
38.99033	-128.11792	5.716e-02
38.99343	-128.11646	5.717e-02
38.99498	-128.11572	5.718e-02
38.99710	-128.11430	5.719e-02
38.99865	-128.11357	5.714e-02
39.00077	-128.11215	5.702e-02
39.00290	-128.11073	5.684e-02
39.00502	-128.10933	5.673e-02
39.00658	-128.10860	5.673e-02
39.00852	-128.10849	5.680e-02
39.01064	-128.10707	5.677e-02
39.01219	-128.10632	5.679e-02
39.01422	-128.10556	5.684e-02
39.01626	-128.10480	5.678e-02
39.01781	-128.10408	5.679e-02
39.02024	-128.10394	5.682e-02
39.02276	-128.10315	5.692e-02
39.02528	-128.10236	5.701e-02
39.02723	-128.10225	5.695e-02
39.02956	-128.10275	5.691e-02
39.03122	-128.10298	5.695e-02
39.03260	-128.10358	5.683e-02
39.03416	-128.10445	5.677e-02
39.03573	-128.10532	5.665e-02
39.03712	-128.10750	5.665e-02
39.03831	-128.10938	5.687e-02
39.03931	-128.11148	5.691e-02
39.03962	-128.11382	5.698e-02
39.03937	-128.11685	5.680e-02
39.03847	-128.12230	5.688e-02
39.03771	-128.12428	5.685e-02
39.03566	-128.13214	5.679e-02
39.03473	-128.13545	5.700e-02
39.03389	-128.13808	5.702e-02
39.03247	-128.14139	5.709e-02
39.03171	-128.14337	5.715e-02
39.03096	-128.14536	5.719e-02
39.02964	-128.14803	5.715e-02
39.02888	-128.15001	5.703e-02
39.02755	-128.15266	5.683e-02
39.02622	-128.15533	5.673e-02
39.02489	-128.15799	5.674e-02
39.02414	-128.15997	5.684e-02
39.02223	-128.16331	5.689e-02
39.02090	-128.16599	5.695e-02
39.01958	-128.16866	5.700e-02
39.01825	-128.17133	5.698e-02
39.01693	-128.17398	5.690e-02
39.01502	-128.17734	5.688e-02
39.01311	-128.18068	5.689e-02
39.01179	-128.18333	5.687e-02
39.00988	-128.18669	5.689e-02
39.00798	-128.19003	5.699e-02
39.00608	-128.19339	5.701e-02
39.00418	-128.19673	5.703e-02
39.00188	-128.19946	5.697e-02
38.99997	-128.20280	5.698e-02
38.99750	-128.20683	5.700e-02
38.99502	-128.21086	5.709e-02
38.99254	-128.21489	5.708e-02
38.99006	-128.21893	5.694e-02
38.98759	-128.22298	5.688e-02
38.98511	-128.22701	5.699e-02
38.98264	-128.23103	5.700e-02
38.97958	-128.23575	5.697e-02
38.97653	-128.24046	5.693e-02
38.97366	-128.24388	5.692e-02
38.97118	-128.24791	5.695e-02
38.96756	-128.25331	5.700e-02
38.96508	-128.25734	5.695e-02
38.96146	-128.26276	5.683e-02
38.95898	-128.26680	5.690e-02
38.95593	-128.27151	5.709e-02
38.95192	-128.27629	5.715e-02
38.94886	-128.28102	5.719e-02
38.94524	-128.28642	5.725e-02
38.94219	-128.29114	5.736e-02
38.93857	-128.29655	5.738e-02
38.93437	-128.30264	5.725e-02
38.93092	-128.30675	5.701e-02
38.92731	-128.31216	5.678e-02
38.92426	-128.31689	5.678e-02
38.92064	-128.32231	5.691e-02
38.91644	-128.32840	5.696e-02
38.91357	-128.33183	5.698e-02
38.90938	-128.33792	5.700e-02
38.90633	-128.34265	5.697e-02
38.90099	-128.35013	5.696e-02
38.89853	-128.35419	5.698e-02
38.89548	-128.35893	5.701e-02
38.89146	-128.36372	5.706e-02
38.88727	-128.36983	5.714e-02
38.88365	-128.37524	5.722e-02
38.87946	-128.38135	5.718e-02
38.87584	-128.38678	5.718e-02
38.87125	-128.39226	5.720e-02
38.86706	-128.39838	5.725e-02
38.86344	-128.40381	5.722e-02
38.85811	-128.41130	5.721e-02
38.85410	-128.41611	5.718e-02
38.84991	-128.42223	5.706e-02
38.84400	-128.43040	5.699e-02
38.83981	-128.43652	5.706e-02
38.83447	-128.44402	5.706e-02
38.82931	-128.45020	5.712e-02
38.82455	-128.45702	5.717e-02
38.81750	-128.46657	5.719e-02
38.81388	-128.47202	5.722e-02
38.80914	-128.47884	5.732e-02
38.80380	-128.48634	5.734e-02
38.79807	-128.49324	5.733e-02
38.79160	-128.50212	5.737e-02
38.78626	-128.50963	5.753e-02
38.78151	-128.51646	5.761e-02
38.77618	-128.52397	5.757e-02
38.77085	-128.53149	5.750e-02
38.76553	-128.53903	5.751e-02
38.76020	-128.54655	5.753e-02
38.75504	-128.55276	5.754e-02
38.74972	-128.56029	5.741e-02
38.74439	-128.56781	5.726e-02
38.73907	-128.57535	5.723e-02
38.73375	-128.58287	5.736e-02
38.72842	-128.59041	5.737e-02
38.72366	-128.59724	5.733e-02
38.71778	-128.60550	5.734e-02
38.71246	-128.61302	5.735e-02
38.70617	-128.62064	5.740e-02
38.70027	-128.62888	5.749e-02
38.69381	-128.63780	5.746e-02
38.68792	-128.64604	5.743e-02
38.68203	-128.65428	5.748e-02
38.67499	-128.66391	5.773e-02
38.66853	-128.67285	5.779e-02
38.66093	-128.68320	5.781e-02
38.65562	-128.69075	5.784e-02
38.64859	-128.70039	5.791e-02
38.64212	-128.70935	5.791e-02
38.63510	-128.71899	5.775e-02
38.62807	-128.72864	5.760e-02
38.62161	-128.73761	5.759e-02
38.61419	-128.74664	5.774e-02
38.60659	-128.75700	5.778e-02
38.60072	-128.76529	5.775e-02
